num_client;actif;date_inscription;A_ete_parraine;Genre;date_naissance;inscrit_NL;age_client;an_mois_inscription;client_sans_commande
ID_250742;1;25/02/2017;OUI;Homme;18/10/1970;1;54;2017_02;0
ID_250837;1;25/02/2017;OUI;Homme;14/09/1962;1;62;2017_02;0
ID_250844;1;25/02/2017;OUI;Femme;03/01/1972;1;52;2017_02;0
ID_250931;1;25/02/2017;OUI;Femme;15/10/1970;1;54;2017_02;0
ID_251128;1;25/02/2017;OUI;Femme;05/07/1976;1;48;2017_02;1
ID_251130;1;25/02/2017;OUI;Homme;09/08/1951;0;73;2017_02;0
ID_251415;1;25/02/2017;OUI;Femme;23/11/1955;1;69;2017_02;0
ID_251421;1;25/02/2017;OUI;Femme;21/01/1969;1;55;2017_02;0
ID_251529;1;25/02/2017;OUI;Femme;14/05/1968;1;56;2017_02;0
ID_251735;1;25/02/2017;OUI;Femme;13/12/1969;1;55;2017_02;1
ID_251810;1;25/02/2017;OUI;Femme;21/05/1970;1;54;2017_02;0
ID_251874;1;25/02/2017;OUI;Femme;27/07/1949;1;75;2017_02;0
ID_251927;1;25/02/2017;OUI;Femme;10/02/1977;0;47;2017_02;1
ID_252077;1;25/02/2017;OUI;Homme;12/07/1980;1;44;2017_02;0
ID_252548;1;25/02/2017;OUI;Femme;27/12/1953;1;71;2017_02;0
ID_252565;1;25/02/2017;OUI;Femme;09/03/1952;1;72;2017_02;0
ID_252583;1;25/02/2017;OUI;Femme;18/08/1971;1;53;2017_02;0
ID_252620;1;25/02/2017;OUI;Femme;11/08/1977;1;47;2017_02;0
ID_252739;1;25/02/2017;OUI;Femme;10/02/1973;1;51;2017_02;1
ID_252853;1;25/02/2017;OUI;Femme;04/06/1961;1;63;2017_02;0
ID_252935;1;25/02/2017;OUI;Femme;04/10/1963;0;61;2017_02;0
ID_253363;1;26/02/2017;OUI;Femme;11/11/1958;0;66;2017_02;0
ID_253414;1;26/02/2017;OUI;Femme;22/04/1949;1;75;2017_02;0
ID_253433;1;26/02/2017;OUI;Femme;13/01/1950;1;74;2017_02;0
ID_253675;1;26/02/2017;OUI;Femme;20/06/1973;0;51;2017_02;0
ID_253774;1;26/02/2017;OUI;Femme;24/10/1964;1;60;2017_02;0
ID_253856;1;26/02/2017;OUI;Homme;24/12/1972;1;52;2017_02;0
ID_253928;1;26/02/2017;OUI;Femme;12/06/1984;1;40;2017_02;0
ID_253951;1;26/02/2017;OUI;Femme;11/09/1968;1;56;2017_02;0
ID_253960;1;26/02/2017;NON;Femme;08/09/1973;1;51;2017_02;0
ID_254037;1;26/02/2017;OUI;Femme;15/10/1984;1;40;2017_02;0
ID_254487;1;26/02/2017;;Homme;14/04/1974;0;50;2017_02;1
ID_254536;1;26/02/2017;OUI;Femme;02/06/1978;1;46;2017_02;0
ID_254556;1;26/02/2017;OUI;Femme;17/02/1962;1;62;2017_02;0
ID_254664;1;26/02/2017;;Femme;15/10/1962;0;62;2017_02;1
ID_254707;1;26/02/2017;OUI;Femme;10/06/1961;1;63;2017_02;0
ID_255078;1;26/02/2017;OUI;Femme;01/01/1971;1;53;2017_02;0
ID_255171;1;26/02/2017;OUI;Femme;29/06/1960;0;64;2017_02;0
ID_255239;1;26/02/2017;OUI;Femme;16/11/1943;1;81;2017_02;0
ID_255297;1;26/02/2017;OUI;Homme;12/07/1982;1;42;2017_02;0
ID_256183;1;26/02/2017;OUI;Femme;02/08/1969;1;55;2017_02;0
ID_256201;1;26/02/2017;OUI;Femme;18/09/1977;1;47;2017_02;0
ID_256258;1;26/02/2017;NON;Homme;03/06/1963;1;61;2017_02;0
ID_256579;1;26/02/2017;OUI;Femme;14/05/1958;1;66;2017_02;0
ID_256591;1;26/02/2017;OUI;Homme;09/07/1954;1;70;2017_02;0
ID_256947;1;26/02/2017;OUI;Femme;19/04/1957;0;67;2017_02;0
ID_256981;1;27/02/2017;NON;Homme;27/09/1968;1;56;2017_02;0
ID_257020;1;27/02/2017;NON;Femme;13/09/1980;1;44;2017_02;0
ID_257047;1;27/02/2017;OUI;Femme;13/11/1977;1;47;2017_02;0
ID_257245;1;27/02/2017;OUI;Femme;28/03/1949;1;75;2017_02;0
ID_257439;1;27/02/2017;OUI;Femme;08/02/1959;1;65;2017_02;0
ID_257544;1;27/02/2017;OUI;Femme;17/04/1971;1;53;2017_02;1
ID_257581;1;27/02/2017;OUI;Femme;14/11/1964;1;60;2017_02;0
ID_257670;1;27/02/2017;OUI;Homme;09/03/1963;1;61;2017_02;0
ID_257805;1;27/02/2017;OUI;Femme;26/03/1960;1;64;2017_02;0
ID_257993;1;27/02/2017;OUI;Femme;10/02/1954;1;70;2017_02;0
ID_258070;1;27/02/2017;OUI;Homme;18/07/1970;1;54;2017_02;0
ID_258117;1;27/02/2017;OUI;Femme;25/09/1982;1;42;2017_02;1
ID_258131;1;27/02/2017;OUI;Femme;22/04/1950;1;74;2017_02;0
ID_258470;1;27/02/2017;OUI;Femme;01/09/1967;1;57;2017_02;0
ID_258490;1;27/02/2017;OUI;Femme;03/02/1960;1;64;2017_02;0
ID_258657;1;27/02/2017;OUI;Femme;19/08/1952;1;72;2017_02;0
ID_258818;1;27/02/2017;OUI;Homme;01/01/1971;1;53;2017_02;0
ID_258954;1;27/02/2017;OUI;Femme;26/07/1960;1;64;2017_02;1
ID_258987;1;27/02/2017;OUI;Homme;02/11/1965;1;59;2017_02;0
ID_259055;1;27/02/2017;OUI;Femme;02/03/1972;1;52;2017_02;0
ID_259202;1;27/02/2017;OUI;Femme;30/07/1953;1;71;2017_02;0
ID_259272;1;27/02/2017;OUI;Homme;27/12/1962;1;62;2017_02;0
ID_259688;1;27/02/2017;OUI;Homme;10/03/1986;1;38;2017_02;1
ID_260251;1;27/02/2017;OUI;Femme;19/10/1981;1;43;2017_02;0
ID_260332;1;27/02/2017;OUI;Femme;10/01/1951;0;73;2017_02;0
ID_260361;1;27/02/2017;OUI;Femme;01/05/1965;1;59;2017_02;1
ID_260776;1;27/02/2017;OUI;Homme;01/01/1971;1;53;2017_02;0
ID_260840;0;27/02/2017;OUI;Femme;15/11/1960;0;64;2017_02;0
ID_261000;1;27/02/2017;OUI;Homme;09/05/1960;1;64;2017_02;0
ID_261112;1;27/02/2017;OUI;Femme;01/01/1971;1;53;2017_02;1
ID_261120;1;27/02/2017;OUI;Homme;06/02/1949;0;75;2017_02;1
ID_261315;1;27/02/2017;OUI;Femme;09/07/1970;1;54;2017_02;1
ID_261790;1;27/02/2017;OUI;Femme;12/04/1962;1;62;2017_02;0
ID_261891;1;27/02/2017;OUI;Femme;29/08/1971;1;53;2017_02;0
ID_261952;1;27/02/2017;OUI;Femme;18/08/1949;1;75;2017_02;1
ID_262223;1;27/02/2017;OUI;Homme;23/05/1970;1;54;2017_02;1
ID_2626;1;29/03/2013;OUI;Femme;03/04/1949;1;75;2013_03;0
ID_262787;1;27/02/2017;OUI;Homme;12/01/1965;1;59;2017_02;0
ID_263206;1;27/02/2017;OUI;Femme;14/07/1968;1;56;2017_02;0
ID_263337;1;27/02/2017;OUI;Femme;27/06/1971;1;53;2017_02;0
ID_263402;1;27/02/2017;;Femme;26/11/1948;0;76;2017_02;0
ID_263919;1;28/02/2017;OUI;Femme;13/09/1968;1;56;2017_02;0
ID_263989;1;28/02/2017;OUI;Femme;01/06/1956;1;68;2017_02;0
ID_264194;1;28/02/2017;OUI;Homme;08/08/1968;0;56;2017_02;0
ID_264314;1;28/02/2017;NON;Femme;11/09/1975;0;49;2017_02;1
ID_264652;1;28/02/2017;NON;Homme;27/07/1944;1;80;2017_02;0
ID_264797;1;28/02/2017;OUI;Homme;18/04/1979;1;45;2017_02;0
ID_264891;1;28/02/2017;OUI;Femme;03/12/1961;1;63;2017_02;1
ID_265013;1;28/02/2017;OUI;Femme;08/06/1985;1;39;2017_02;0
ID_265080;1;28/02/2017;OUI;Femme;04/10/1961;1;63;2017_02;0
ID_265140;1;28/02/2017;OUI;Femme;08/08/1978;1;46;2017_02;0
ID_265178;1;28/02/2017;OUI;Femme;21/10/1961;1;63;2017_02;1
ID_265260;1;28/02/2017;OUI;Homme;06/07/1947;1;77;2017_02;0
ID_265510;1;28/02/2017;OUI;Femme;21/09/1985;1;39;2017_02;1
ID_265879;1;01/03/2017;OUI;Femme;27/07/1972;1;52;2017_03;1
ID_265886;1;01/03/2017;OUI;Femme;23/08/1953;1;71;2017_03;1
ID_266343;1;01/03/2017;OUI;Femme;08/11/1958;1;66;2017_03;0
ID_2664;1;29/03/2013;OUI;Femme;21/10/1971;1;53;2013_03;0
ID_266566;1;01/03/2017;OUI;Femme;27/04/1956;1;68;2017_03;0
ID_266664;1;01/03/2017;OUI;Femme;20/06/1979;0;45;2017_03;1
ID_266706;1;01/03/2017;OUI;Homme;05/01/1977;1;47;2017_03;0
ID_266825;1;01/03/2017;OUI;Femme;09/04/1945;1;79;2017_03;1
ID_266896;1;01/03/2017;OUI;Femme;28/05/1963;1;61;2017_03;0
ID_267077;1;01/03/2017;NON;Femme;20/01/1969;1;55;2017_03;0
ID_267183;1;01/03/2017;OUI;Femme;01/01/1971;1;53;2017_03;0
ID_267320;1;02/03/2017;OUI;Femme;30/08/1974;1;50;2017_03;0
ID_267490;1;02/03/2017;OUI;Femme;20/02/1983;1;41;2017_03;0
ID_267714;1;02/03/2017;OUI;Femme;31/12/2000;0;24;2017_03;1
ID_267818;1;02/03/2017;OUI;Femme;02/12/1979;1;45;2017_03;0
ID_267880;1;02/03/2017;OUI;Femme;10/03/1951;1;73;2017_03;0
ID_268074;1;02/03/2017;OUI;Femme;03/04/1978;1;46;2017_03;0
ID_268229;1;02/03/2017;OUI;Femme;11/08/1981;1;43;2017_03;1
ID_268303;1;02/03/2017;OUI;Femme;23/11/1978;0;46;2017_03;1
ID_268390;1;02/03/2017;OUI;Femme;27/04/1958;1;66;2017_03;0
ID_268403;1;02/03/2017;NON;Femme;05/08/1965;1;59;2017_03;0
ID_268631;1;02/03/2017;OUI;Femme;03/04/1968;0;56;2017_03;1
ID_269142;1;03/03/2017;NON;Homme;04/10/1984;1;40;2017_03;0
ID_269288;1;03/03/2017;OUI;Femme;01/01/1971;1;53;2017_03;0
ID_269388;1;03/03/2017;OUI;Femme;13/10/1952;1;72;2017_03;0
ID_269476;1;03/03/2017;NON;Femme;04/01/1956;0;68;2017_03;0
ID_269642;1;03/03/2017;NON;Homme;15/03/1949;1;75;2017_03;1
ID_269669;1;03/03/2017;OUI;Homme;28/06/1974;0;50;2017_03;0
ID_269700;1;03/03/2017;OUI;Homme;06/04/1969;1;55;2017_03;1
ID_269703;1;03/03/2017;OUI;Homme;14/09/1975;0;49;2017_03;0
ID_269958;1;04/03/2017;OUI;Femme;27/03/1948;1;76;2017_03;1
ID_270047;1;04/03/2017;OUI;Femme;19/04/1976;1;48;2017_03;0
ID_270061;1;04/03/2017;OUI;Femme;12/10/1977;0;47;2017_03;1
ID_270153;1;04/03/2017;OUI;Femme;10/12/1968;1;56;2017_03;0
ID_270236;1;04/03/2017;OUI;Femme;02/11/1962;1;62;2017_03;0
ID_270292;1;04/03/2017;OUI;Femme;06/08/1943;1;81;2017_03;0
ID_270360;1;04/03/2017;;Femme;20/12/1948;0;76;2017_03;1
ID_270479;1;04/03/2017;OUI;Homme;22/09/1967;1;57;2017_03;1
ID_270654;1;04/03/2017;OUI;Femme;25/02/1960;1;64;2017_03;0
ID_270752;1;04/03/2017;OUI;Homme;07/04/1964;1;60;2017_03;0
ID_27077;1;29/05/2013;OUI;Femme;22/12/1976;1;48;2013_05;0
ID_270984;1;04/03/2017;OUI;Femme;04/10/1967;1;57;2017_03;0
ID_271026;1;04/03/2017;OUI;Femme;01/04/1961;1;63;2017_03;0
ID_271265;1;05/03/2017;OUI;Femme;20/08/1951;1;73;2017_03;0
ID_271524;1;05/03/2017;NON;Femme;15/01/1982;1;42;2017_03;0
ID_271556;1;05/03/2017;OUI;Femme;06/10/1973;1;51;2017_03;0
ID_271622;1;05/03/2017;OUI;Femme;23/04/1962;1;62;2017_03;0
ID_271637;1;05/03/2017;NON;Femme;01/12/1965;1;59;2017_03;0
ID_271740;1;05/03/2017;OUI;Homme;01/01/1971;1;53;2017_03;0
ID_272043;1;06/03/2017;NON;Femme;12/06/1971;1;53;2017_03;0
ID_272050;1;06/03/2017;OUI;Femme;14/04/1962;1;62;2017_03;0
ID_272128;1;07/03/2017;OUI;Femme;26/12/1980;1;44;2017_03;0
ID_272197;1;07/03/2017;OUI;Femme;11/10/1967;1;57;2017_03;0
ID_272241;1;07/03/2017;NON;Femme;15/05/1951;1;73;2017_03;0
ID_272275;1;07/03/2017;OUI;Femme;18/09/1970;1;54;2017_03;0
ID_272329;1;07/03/2017;NON;Femme;20/11/1991;1;33;2017_03;0
ID_272645;1;08/03/2017;NON;Femme;25/06/1948;0;76;2017_03;0
ID_272676;1;08/03/2017;OUI;Femme;25/01/1965;1;59;2017_03;0
ID_272795;1;09/03/2017;OUI;Homme;12/11/1969;1;55;2017_03;0
ID_272940;1;09/03/2017;OUI;Homme;17/12/1968;1;56;2017_03;1
ID_272941;1;09/03/2017;NON;Femme;17/03/1961;1;63;2017_03;1
ID_272945;1;09/03/2017;NON;Homme;19/07/1972;0;52;2017_03;0
ID_273246;1;10/03/2017;NON;Homme;04/01/1984;0;40;2017_03;0
ID_273248;1;10/03/2017;NON;Homme;15/07/1975;1;49;2017_03;0
ID_273345;0;10/03/2017;OUI;Femme;09/09/1977;0;47;2017_03;1
ID_273491;1;10/03/2017;OUI;Femme;02/09/1960;1;64;2017_03;0
ID_273635;1;11/03/2017;OUI;Homme;01/01/1971;1;53;2017_03;0
ID_274066;1;12/03/2017;NON;Femme;01/08/1963;1;61;2017_03;0
ID_274114;1;12/03/2017;NON;Femme;18/08/1972;0;52;2017_03;0
ID_274159;1;13/03/2017;OUI;Femme;28/11/1974;1;50;2017_03;0
ID_274254;1;13/03/2017;NON;Homme;10/04/1976;1;48;2017_03;0
ID_274462;1;15/03/2017;NON;Femme;23/04/1971;1;53;2017_03;0
ID_274603;1;16/03/2017;NON;Femme;12/11/1985;1;39;2017_03;0
ID_274725;1;16/03/2017;NON;Homme;01/01/1971;1;53;2017_03;1
ID_274727;1;16/03/2017;OUI;Femme;02/06/1976;1;48;2017_03;0
ID_274742;1;16/03/2017;NON;Femme;11/04/1953;1;71;2017_03;0
ID_274779;1;17/03/2017;NON;Femme;11/06/1976;1;48;2017_03;0
ID_274800;1;17/03/2017;OUI;Femme;09/11/1981;1;43;2017_03;0
ID_274808;1;17/03/2017;NON;Femme;11/05/1947;1;77;2017_03;0
ID_274835;1;17/03/2017;NON;Femme;31/08/1967;1;57;2017_03;0
ID_274917;1;17/03/2017;NON;Femme;16/05/1952;1;72;2017_03;1
ID_275051;1;18/03/2017;OUI;Femme;23/09/1970;1;54;2017_03;0
ID_275070;1;18/03/2017;NON;Femme;14/12/1980;1;44;2017_03;0
ID_275072;1;18/03/2017;NON;Femme;05/02/1986;1;38;2017_03;0
ID_275108;1;18/03/2017;NON;Femme;21/08/1958;0;66;2017_03;0
ID_275118;1;18/03/2017;OUI;Femme;11/11/1956;1;68;2017_03;0
ID_275194;1;19/03/2017;NON;Homme;06/04/1962;0;62;2017_03;0
ID_275334;1;20/03/2017;OUI;Femme;13/05/1954;1;70;2017_03;0
ID_275402;1;21/03/2017;OUI;Homme;27/08/1961;1;63;2017_03;0
ID_275835;1;24/03/2017;NON;Femme;10/10/1973;1;51;2017_03;0
ID_276151;1;26/03/2017;NON;Femme;13/09/1973;1;51;2017_03;0
ID_276191;1;26/03/2017;OUI;Femme;01/01/1971;0;53;2017_03;0
ID_276249;1;27/03/2017;OUI;Femme;01/03/1962;1;62;2017_03;0
ID_276315;1;27/03/2017;OUI;Femme;01/07/1963;1;61;2017_03;0
ID_276345;1;27/03/2017;OUI;Femme;26/02/1977;1;47;2017_03;0
ID_276359;1;27/03/2017;OUI;Homme;20/12/1957;0;67;2017_03;1
ID_276375;1;27/03/2017;OUI;Femme;26/09/1959;1;65;2017_03;1
ID_276379;1;27/03/2017;OUI;Femme;21/08/1958;1;66;2017_03;0
ID_276568;1;27/03/2017;OUI;Femme;16/02/1952;1;72;2017_03;0
ID_276570;1;27/03/2017;OUI;Femme;14/11/1963;1;61;2017_03;0
ID_276601;1;27/03/2017;OUI;Femme;12/05/1956;0;68;2017_03;0
ID_276618;1;27/03/2017;;Homme;13/02/1968;0;56;2017_03;0
ID_276659;1;27/03/2017;OUI;Homme;18/03/1975;1;49;2017_03;0
ID_276684;1;27/03/2017;OUI;Homme;06/02/1966;1;58;2017_03;1
ID_276729;1;27/03/2017;OUI;Homme;18/02/1957;1;67;2017_03;0
ID_276815;1;28/03/2017;OUI;Femme;01/01/1971;1;53;2017_03;1
ID_276866;1;28/03/2017;OUI;Femme;09/09/1970;0;54;2017_03;0
ID_276991;1;28/03/2017;OUI;Femme;16/06/1974;1;50;2017_03;0
ID_277122;1;29/03/2017;NON;Femme;12/01/1946;1;78;2017_03;0
ID_277162;1;29/03/2017;NON;Femme;10/02/1986;1;38;2017_03;0
ID_277281;1;30/03/2017;OUI;Femme;11/10/1955;1;69;2017_03;0
ID_277316;1;30/03/2017;OUI;Femme;25/12/1983;0;41;2017_03;0
ID_277353;1;31/03/2017;OUI;Homme;16/07/1968;1;56;2017_03;0
ID_277535;1;01/04/2017;OUI;Homme;06/01/1958;1;66;2017_04;0
ID_277543;1;01/04/2017;OUI;Femme;02/08/1961;1;63;2017_04;0
ID_277679;1;01/04/2017;OUI;Femme;15/07/1973;1;51;2017_04;0
ID_277766;1;02/04/2017;OUI;Homme;20/07/1975;1;49;2017_04;0
ID_277828;1;03/04/2017;OUI;Femme;09/09/2010;1;14;2017_04;0
ID_277879;1;04/04/2017;NON;Femme;03/07/1948;1;76;2017_04;0
ID_277920;1;04/04/2017;OUI;Femme;11/03/1955;1;69;2017_04;0
ID_278090;1;07/04/2017;NON;Femme;09/08/1960;1;64;2017_04;0
ID_278093;1;07/04/2017;OUI;Femme;02/08/1969;1;55;2017_04;0
ID_278309;1;10/04/2017;OUI;Femme;05/11/1962;1;62;2017_04;0
ID_27961;1;30/05/2013;OUI;Femme;01/02/1965;1;59;2013_05;0
ID_28085;1;30/05/2013;OUI;Femme;30/05/1977;1;47;2013_05;0
ID_28281;1;30/05/2013;OUI;Femme;20/05/1970;1;54;2013_05;1
ID_284;1;01/03/2013;NON;Femme;01/11/1981;1;43;2013_03;0
ID_28977;1;30/05/2013;NON;Femme;08/02/1949;1;75;2013_05;0
ID_290085;1;10/04/2017;OUI;Femme;13/01/1967;1;57;2017_04;0
ID_29056;1;31/05/2013;NON;Femme;13/10/1966;1;58;2013_05;0
ID_2914;1;30/03/2013;OUI;Femme;22/08/1977;1;47;2013_03;0
ID_29221;1;01/06/2013;OUI;Femme;13/04/1955;1;69;2013_06;0
ID_2976;1;30/03/2013;OUI;Femme;19/06/1949;1;75;2013_03;0
ID_29850;1;01/06/2013;OUI;Femme;01/07/1959;1;65;2013_06;0
ID_298710;1;10/04/2017;OUI;Femme;22/02/1972;1;52;2017_04;0
ID_298837;1;10/04/2017;OUI;Femme;09/11/1976;1;48;2017_04;0
ID_300086;1;10/04/2017;OUI;Femme;10/07/1978;1;46;2017_04;0
ID_302750;1;10/04/2017;OUI;Femme;24/08/1959;1;65;2017_04;0
ID_302995;1;10/04/2017;OUI;Homme;01/03/1964;0;60;2017_04;1
ID_303545;1;10/04/2017;OUI;Femme;18/06/1969;1;55;2017_04;1
ID_303667;1;10/04/2017;OUI;Homme;31/01/1977;1;47;2017_04;0
ID_30514;1;01/06/2013;OUI;Femme;02/07/1973;1;51;2013_06;0
ID_30549;1;01/06/2013;NON;Femme;17/08/1965;1;59;2013_06;0
ID_3060;1;30/03/2013;OUI;Femme;17/12/1961;1;63;2013_03;0
ID_30604;1;01/06/2013;NON;Femme;04/05/1958;1;66;2013_06;1
ID_30630;1;02/06/2013;NON;Femme;22/07/1952;1;72;2013_06;0
ID_306791;1;10/04/2017;OUI;Femme;03/01/1946;1;78;2017_04;0
ID_30690;1;02/06/2013;NON;Femme;10/08/1968;1;56;2013_06;0
ID_307;1;05/03/2013;NON;Femme;14/04/1963;1;61;2013_03;0
ID_307034;1;10/04/2017;OUI;Femme;06/08/1965;1;59;2017_04;0
ID_30735;1;03/06/2013;NON;Homme;11/03/1964;1;60;2013_06;1
ID_30737;1;03/06/2013;NON;Homme;05/04/1978;1;46;2013_06;0
ID_30777;1;03/06/2013;NON;Femme;02/06/1952;1;72;2013_06;0
ID_30786;1;03/06/2013;NON;Homme;31/03/1981;0;43;2013_06;1
ID_30962;1;05/06/2013;NON;Femme;01/01/2008;1;16;2013_06;0
ID_311176;1;10/04/2017;OUI;Femme;26/10/1965;1;59;2017_04;0
ID_311246;1;10/04/2017;OUI;Femme;18/05/1951;0;73;2017_04;1
ID_31129;1;06/06/2013;NON;Femme;05/05/1957;1;67;2013_06;0
ID_31135;1;06/06/2013;OUI;Homme;01/01/2008;1;16;2013_06;0
ID_311932;1;10/04/2017;OUI;Femme;19/02/1955;1;69;2017_04;0
ID_31270;1;08/06/2013;NON;Homme;12/02/1975;1;49;2013_06;0
ID_312756;1;10/04/2017;OUI;Femme;29/10/1966;1;58;2017_04;0
ID_313358;1;10/04/2017;OUI;Femme;26/09/1974;1;50;2017_04;1
ID_31421;1;11/06/2013;OUI;Femme;06/07/1973;1;51;2013_06;0
ID_314977;1;10/04/2017;OUI;Homme;27/01/1953;1;71;2017_04;0
ID_31502;1;12/06/2013;NON;Femme;05/12/1968;1;56;2013_06;0
ID_316427;1;10/04/2017;OUI;Femme;28/02/1973;1;51;2017_04;0
ID_316873;1;10/04/2017;OUI;Femme;20/04/1959;1;65;2017_04;0
ID_31853;1;12/06/2013;OUI;Femme;14/05/1963;1;61;2013_06;0
ID_318904;1;10/04/2017;OUI;Homme;27/11/1973;1;51;2017_04;0
ID_319336;1;10/04/2017;OUI;Femme;17/08/1974;1;50;2017_04;0
ID_319341;1;10/04/2017;OUI;Femme;30/04/1949;1;75;2017_04;0
ID_319397;1;10/04/2017;OUI;Femme;09/06/1953;1;71;2017_04;1
ID_319413;1;10/04/2017;;Femme;19/11/1950;0;74;2017_04;0
ID_319453;1;10/04/2017;OUI;Femme;04/06/1970;0;54;2017_04;0
ID_319496;1;11/04/2017;OUI;Homme;01/01/2010;1;14;2017_04;0
ID_319520;1;11/04/2017;OUI;Femme;31/03/1955;1;69;2017_04;1
ID_319547;1;11/04/2017;OUI;Femme;08/05/1970;1;54;2017_04;0
ID_319682;1;12/04/2017;NON;Femme;19/09/1967;1;57;2017_04;0
ID_319796;0;13/04/2017;OUI;Homme;06/10/1950;0;74;2017_04;0
ID_319875;1;14/04/2017;NON;Femme;06/03/1977;1;47;2017_04;0
ID_319890;1;14/04/2017;NON;Femme;10/08/1960;1;64;2017_04;1
ID_319903;1;14/04/2017;OUI;Homme;07/01/1963;1;61;2017_04;1
ID_320164;1;18/04/2017;NON;Femme;25/11/1953;1;71;2017_04;0
ID_320171;1;19/04/2017;NON;Femme;10/12/1986;1;38;2017_04;0
ID_320193;1;19/04/2017;NON;Homme;19/02/1964;1;60;2017_04;1
ID_320212;1;19/04/2017;NON;Femme;14/01/1961;1;63;2017_04;0
ID_320332;1;21/04/2017;NON;Femme;17/06/1945;1;79;2017_04;0
ID_320464;1;24/04/2017;NON;Homme;09/12/1974;1;50;2017_04;0
ID_320495;1;24/04/2017;NON;Femme;26/01/1975;1;49;2017_04;0
ID_320561;1;26/04/2017;NON;Femme;13/04/1950;0;74;2017_04;0
ID_320636;1;27/04/2017;NON;Femme;10/10/1981;0;43;2017_04;1
ID_320682;1;27/04/2017;NON;Homme;16/05/1982;1;42;2017_04;0
ID_320836;1;29/04/2017;OUI;Homme;09/09/1967;1;57;2017_04;0
ID_320845;1;29/04/2017;OUI;Femme;11/04/1965;1;59;2017_04;0
ID_320920;1;29/04/2017;NON;Femme;31/12/2000;1;24;2017_04;0
ID_320995;1;30/04/2017;NON;Femme;26/05/1980;1;44;2017_04;1
ID_321039;1;30/04/2017;NON;Femme;06/05/1964;1;60;2017_04;0
ID_321260;1;03/05/2017;NON;Homme;21/07/1969;1;55;2017_05;0
ID_321332;1;04/05/2017;NON;Femme;15/02/1965;1;59;2017_05;0
ID_321474;1;05/05/2017;NON;Homme;28/06/1975;1;49;2017_05;0
ID_321760;1;08/05/2017;OUI;Femme;08/08/1966;0;58;2017_05;1
ID_321777;1;08/05/2017;OUI;Femme;31/12/2000;1;24;2017_05;0
ID_321898;1;10/05/2017;NON;Femme;18/06/1985;0;39;2017_05;1
ID_322089;1;11/05/2017;NON;Homme;07/09/1979;1;45;2017_05;1
ID_322144;1;11/05/2017;OUI;Homme;14/05/1979;1;45;2017_05;0
ID_322267;1;13/05/2017;;Femme;15/08/1971;0;53;2017_05;1
ID_322474;1;15/05/2017;NON;Homme;08/02/1963;1;61;2017_05;0
ID_322515;1;15/05/2017;OUI;Femme;03/06/1973;1;51;2017_05;0
ID_322637;1;17/05/2017;NON;Femme;06/12/1959;1;65;2017_05;1
ID_3228;1;01/04/2013;OUI;Femme;22/08/1976;1;48;2013_04;0
ID_323010;1;21/05/2017;OUI;Femme;12/05/1975;1;49;2017_05;0
ID_323016;1;21/05/2017;NON;Femme;01/04/1949;0;75;2017_05;0
ID_323216;1;24/05/2017;OUI;Femme;08/04/1977;0;47;2017_05;1
ID_323354;1;26/05/2017;NON;Homme;24/05/1973;0;51;2017_05;1
ID_323469;1;27/05/2017;NON;Homme;29/07/1970;1;54;2017_05;0
ID_323514;1;28/05/2017;NON;Femme;25/06/1956;1;68;2017_05;0
ID_323647;1;31/05/2017;NON;Femme;24/08/1966;1;58;2017_05;0
ID_323726;1;01/06/2017;OUI;Femme;01/04/1974;1;50;2017_06;0
ID_323787;1;01/06/2017;OUI;Femme;23/02/1968;1;56;2017_06;0
ID_323872;1;03/06/2017;NON;Femme;21/01/2010;1;14;2017_06;1
ID_324043;1;05/06/2017;OUI;Femme;05/10/1956;1;68;2017_06;0
ID_32407;1;13/06/2013;OUI;Femme;03/04/1970;0;54;2013_06;1
ID_324073;1;06/06/2017;OUI;Femme;25/08/1971;1;53;2017_06;0
ID_324088;1;06/06/2017;OUI;Femme;01/01/1971;1;53;2017_06;0
ID_324126;1;07/06/2017;OUI;Femme;01/01/1968;1;56;2017_06;0
ID_324441;1;09/06/2017;OUI;Femme;08/11/1980;1;44;2017_06;0
ID_324484;1;09/06/2017;OUI;Homme;17/12/1983;1;41;2017_06;0
ID_324680;1;11/06/2017;OUI;Femme;19/07/1962;1;62;2017_06;0
ID_324704;1;12/06/2017;OUI;Homme;18/12/1984;0;40;2017_06;0
ID_324737;1;12/06/2017;OUI;Femme;10/04/1971;0;53;2017_06;0
ID_324906;1;15/06/2017;NON;Femme;06/12/1979;0;45;2017_06;1
ID_324920;1;15/06/2017;NON;Femme;19/10/1986;1;38;2017_06;1
ID_324969;1;15/06/2017;NON;Femme;01/10/1960;1;64;2017_06;1
ID_324971;1;15/06/2017;OUI;Femme;12/07/1958;1;66;2017_06;0
ID_325065;1;16/06/2017;NON;Homme;16/03/1970;1;54;2017_06;0
ID_325256;1;19/06/2017;OUI;Homme;29/07/1974;1;50;2017_06;0
ID_325422;1;19/06/2017;OUI;Femme;21/06/1955;1;69;2017_06;0
ID_3256;1;01/04/2013;NON;Homme;17/05/1971;1;53;2013_04;0
ID_325730;1;21/06/2017;;Homme;16/07/1969;0;55;2017_06;0
ID_325753;1;22/06/2017;OUI;Femme;25/10/1972;1;52;2017_06;1
ID_325798;1;22/06/2017;OUI;Femme;08/04/1983;1;41;2017_06;1
